solution.name,solution.number,nozzle,orifice.size,pressure,rep,dv10,dv50,dv90,rs,fines (<200),density,viscosity,ph,conductivity,surface.tension
dicamba,2,ULD,0.4,20,3,469.24,834.73,1138.27,0.8,0.66,1.00124,1.021,6.31,2.97,
dicamba,2,ULD,0.5,20,1,390.36,723.09,1027.98,0.88,1.34,1.00124,1.023,6.28,2.89,
dicamba,2,ULD,0.5,20,2,390.73,723.21,1021.92,0.87,1.37,1.00123,1.022,6.28,2.97,
dicamba,2,ULD,0.5,20,3,390.47,723.23,1027.79,0.88,1.37,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.3,20,1,516.13,944.86,1314.57,0.85,0.6,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.3,20,2,511.2,940.75,1309.44,0.85,0.66,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.3,20,3,511.31,944.53,1315.5,0.85,0.67,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.4,20,1,580.91,1068.65,1503.3,0.86,0.17,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.4,20,2,577.22,1068.08,1508.09,0.87,0.18,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.4,20,3,572.52,1061.68,1501.71,0.88,0.18,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.5,20,1,568.01,1058.98,1479.97,0.86,0.18,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.5,20,2,571.65,1067.09,1504.85,0.87,0.18,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.5,20,3,570.14,1061.19,1489.92,0.87,0.18,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.6,20,1,522.82,1016.34,1450.99,0.91,0.57,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.6,20,2,518.96,1008.68,1442.12,0.92,0.56,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.6,20,3,517.33,1005.92,1443.37,0.92,0.53,1.00124,1.021,6.31,2.97,
dicamba,2,AI80,0.3,30,1,430.22,791.04,1114.36,0.86,0.89,1.00124,1.023,6.28,2.89,
dicamba,2,AI80,0.3,30,2,427.86,790.33,1118.87,0.87,0.99,1.00123,1.022,6.28,2.97,
dicamba,2,AI80,0.3,30,3,425.08,784.51,1115.07,0.88,1.03,1.00124,1.021,6.31,2.97,
dicamba,2,AI110,0.3,30,1,376.43,700.55,1017.12,0.91,1.44,1.00124,1.023,6.28,2.89,
dicamba,2,AI110,0.3,30,2,375.42,697.95,1014.76,0.92,1.38,1.00123,1.022,6.28,2.97,
dicamba,2,AI110,0.3,30,3,375.99,698.19,1013.5,0.91,1.42,1.00124,1.021,6.31,2.97,
dicamba,2,AI80,0.5,30,1,437.42,827.57,1218.21,0.94,0.93,1.00124,1.023,6.28,2.89,
dicamba,2,AI80,0.5,30,2,432.6,822.55,1215.12,0.95,1.01,1.00123,1.022,6.28,2.97,
dicamba,2,AI80,0.5,30,3,430.73,823.35,1216.89,0.95,1.11,1.00124,1.021,6.31,2.97,
dicamba,2,TADFD,0.3,30,1,372.72,728.15,1010.95,0.88,2.08,1.00124,1.023,6.28,2.89,
dicamba,2,TADFD,0.3,30,2,371.95,727.97,1012.66,0.88,2.14,1.00123,1.022,6.28,2.97,
dicamba,2,TADFD,0.3,30,3,369.78,723.75,1008.13,0.88,2.2,1.00124,1.021,6.31,2.97,
dicamba,2,TADFD,0.6,30,1,448.65,885.85,1305.34,0.97,0.78,1.00124,1.023,6.28,2.89,
dicamba,2,TADFD,0.6,30,2,448.5,889.08,1322.14,0.98,0.8,1.00123,1.022,6.28,2.97,
dicamba,2,TADFD,0.6,30,3,446.91,887,1305.15,0.97,0.89,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.3,30,1,416.94,786.17,1165.43,0.95,1.02,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.3,30,2,421.39,796.24,1182.58,0.96,1,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.3,30,3,421.77,794.28,1198.44,0.98,0.91,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.4,30,1,445.97,840.14,1236.37,0.94,0.74,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.4,30,2,449.48,840.42,1243.35,0.94,0.69,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.4,30,3,449.72,838.88,1237.69,0.94,0.7,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.5,30,1,511.21,938.7,1356.76,0.9,0.35,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.5,30,2,503.9,926.74,1332.31,0.89,0.4,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.5,30,3,503.53,924.35,1330.64,0.89,0.41,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.6,30,1,566.08,1041.31,1470.74,0.87,0.2,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.6,30,2,561.93,1035.92,1459.67,0.87,0.22,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.6,30,3,564,1035.35,1457.65,0.86,0.2,1.00124,1.021,6.31,2.97,
dicamba,2,ULD,0.4,30,1,413.72,755.68,1091,0.9,0.94,1.00124,1.023,6.28,2.89,
dicamba,2,ULD,0.4,30,2,412.39,757.03,1094.25,0.9,0.96,1.00123,1.022,6.28,2.97,
dicamba,2,ULD,0.4,30,3,413,754.33,1088.44,0.9,0.94,1.00124,1.021,6.31,2.97,
dicamba,2,ULD,0.5,30,1,357.98,676.11,998.18,0.95,1.75,1.00124,1.023,6.28,2.89,
dicamba,2,ULD,0.5,30,2,355.74,675.43,998.45,0.95,1.83,1.00123,1.022,6.28,2.97,
dicamba,2,ULD,0.5,30,3,355.73,673.72,992.03,0.94,1.8,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.3,30,1,466.55,907.55,1317.02,0.94,0.7,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.3,30,2,461.38,910.54,1319.37,0.94,0.72,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.3,30,3,468.26,909.48,1314.73,0.93,0.71,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.4,30,1,516.02,1009.91,1533.66,1.01,0.35,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.4,30,2,522.42,1032.94,1620.17,1.06,0.35,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.4,30,3,528.31,1052.24,1631.89,1.05,0.33,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.5,30,1,489.45,982.46,1460.39,0.99,0.59,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.5,30,2,485.74,972.23,1435.71,0.98,0.63,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.5,30,3,492.12,991.23,1474.51,0.99,0.58,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.6,30,1,439.88,916.27,1413.68,1.06,0.85,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.6,30,2,443.9,926.76,1431.01,1.07,0.77,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.6,30,3,448.62,932.38,1449.03,1.07,0.75,1.00124,1.021,6.31,2.97,
dicamba,2,AI80,0.3,40,1,377.39,714.16,1046.17,0.94,1.4,1.00124,1.023,6.28,2.89,
dicamba,2,AI80,0.3,40,2,376.04,713.58,1042.31,0.93,1.46,1.00123,1.022,6.28,2.97,
dicamba,2,AI80,0.3,40,3,378.41,717.43,1052.61,0.94,1.44,1.00124,1.021,6.31,2.97,
dicamba,2,AI110,0.3,40,1,328.25,628.05,946.67,0.98,2.29,1.00124,1.023,6.28,2.89,
dicamba,2,AI110,0.3,40,2,329.47,630.5,948.43,0.98,2.28,1.00123,1.022,6.28,2.97,
dicamba,2,AI110,0.3,40,3,327,626.97,938.76,0.98,2.37,1.00124,1.021,6.31,2.97,
dicamba,2,AI80,0.5,40,1,384.08,753.84,1149.24,1.02,1.53,1.00124,1.023,6.28,2.89,
dicamba,2,AI80,0.5,40,2,383.5,745.2,1116.84,0.98,1.46,1.00123,1.022,6.28,2.97,
dicamba,2,AI80,0.5,40,3,382.61,746.2,1131.66,1,1.47,1.00124,1.021,6.31,2.97,
dicamba,2,TADFD,0.3,40,1,361.86,719.41,1145.03,1.09,1.62,1.00124,1.023,6.28,2.89,
dicamba,2,TADFD,0.3,40,2,362.11,714.86,1139.7,1.09,1.61,1.00123,1.022,6.28,2.97,
dicamba,2,TADFD,0.3,40,3,362.19,718.16,1132.94,1.07,1.63,1.00124,1.021,6.31,2.97,
dicamba,2,TADFD,0.6,40,1,393.04,786.75,1183.36,1,1.27,1.00124,1.023,6.28,2.89,
dicamba,2,TADFD,0.6,40,2,382.79,773.9,1185.42,1.04,1.46,1.00123,1.022,6.28,2.97,
dicamba,2,TADFD,0.6,40,3,387.15,780.68,1189.3,1.03,1.4,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.3,40,1,371.07,719.73,1096.65,1.01,1.51,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.3,40,2,369.59,714.78,1082.24,1,1.53,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.3,40,3,371.33,713.7,1081.77,1,1.45,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.4,40,1,387.48,739.63,1082.01,0.94,1.31,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.4,40,2,384.04,733.43,1075.63,0.94,1.38,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.4,40,3,389.78,748.02,1137.97,1,1.29,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.5,40,1,443.81,835.97,1227.7,0.94,0.76,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.5,40,2,435.21,818.68,1166.33,0.89,0.81,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.5,40,3,444.18,846.4,1249.22,0.95,0.77,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.6,40,1,495.42,934.8,1347,0.91,0.6,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.6,40,2,501.48,939.03,1367.41,0.92,0.41,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.6,40,3,496.91,940.8,1367.97,0.93,0.59,1.00124,1.021,6.31,2.97,
dicamba,2,ULD,0.4,40,1,363.01,684.72,1014.27,0.95,1.6,1.00124,1.023,6.28,2.89,
dicamba,2,ULD,0.4,40,2,366.34,684.9,1015.1,0.95,1.48,1.00123,1.022,6.28,2.97,
dicamba,2,ULD,0.4,40,3,367.93,688.59,1022.73,0.95,1.45,1.00124,1.021,6.31,2.97,
dicamba,2,ULD,0.5,40,1,317.27,620.36,956.51,1.03,2.62,1.00124,1.023,6.28,2.89,
dicamba,2,ULD,0.5,40,2,313.56,613.55,955.13,1.05,2.71,1.00123,1.022,6.28,2.97,
dicamba,2,ULD,0.5,40,3,317.86,618.25,958.25,1.04,2.52,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.3,40,1,416.79,837.89,1250.74,1,1.06,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.3,40,2,417.26,837.74,1265.42,1.01,1,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.3,40,3,418.35,843.91,1268.26,1.01,0.99,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.4,40,1,433.29,856.46,1273.09,0.98,0.81,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.4,40,2,432.48,858.64,1284.73,0.99,0.8,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.4,40,3,437.53,871.36,1301.85,0.99,0.76,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.5,40,1,434.97,928.72,1516.28,1.16,0.84,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.5,40,2,437.71,944.94,1556.99,1.18,0.82,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.5,40,3,436.76,940.23,1571.9,1.21,0.82,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.6,40,1,377.86,820.76,1329.57,1.16,1.52,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.6,40,2,384.78,829.15,1347.13,1.16,1.39,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.6,40,3,377.15,824.03,1341.67,1.17,1.54,1.00124,1.021,6.31,2.97,
dicamba,2,AI80,0.3,50,1,336.67,647.86,955.58,0.96,2.08,1.00124,1.023,6.28,2.89,
dicamba,2,AI80,0.3,50,2,334.47,648.11,961.42,0.97,2.18,1.00123,1.022,6.28,2.97,
dicamba,2,AI80,0.3,50,3,336.14,652.11,971.76,0.97,2.15,1.00124,1.021,6.31,2.97,
dicamba,2,AI110,0.3,50,1,302.69,578.63,851.69,0.95,2.9,1.00124,1.023,6.28,2.89,
dicamba,2,AI110,0.3,50,2,297.31,573.47,846.47,0.96,3.16,1.00123,1.022,6.28,2.97,
dicamba,2,AI110,0.3,50,3,296.15,573.81,851.07,0.97,3.21,1.00124,1.021,6.31,2.97,
dicamba,2,AI80,0.5,50,1,346.6,694.71,1072.84,1.05,2.2,1.00124,1.023,6.28,2.89,
dicamba,2,AI80,0.5,50,2,346.13,694.29,1066.89,1.04,2.19,1.00123,1.022,6.28,2.97,
dicamba,2,AI80,0.5,50,3,343.82,680.15,1003.84,0.97,2.15,1.00124,1.021,6.31,2.97,
dicamba,2,TADFD,0.3,50,1,317.48,637.75,988.84,1.05,2.47,1.00124,1.023,6.28,2.89,
dicamba,2,TADFD,0.3,50,2,313.32,629.43,986.12,1.07,2.6,1.00123,1.022,6.28,2.97,
dicamba,2,TADFD,0.3,50,3,313.76,630.66,984.64,1.06,2.57,1.00124,1.021,6.31,2.97,
dicamba,2,TADFD,0.6,50,1,345.48,696.67,1050.63,1.01,2.03,1.00124,1.023,6.28,2.89,
dicamba,2,TADFD,0.6,50,2,343.88,692.18,1043.91,1.01,2.06,1.00123,1.022,6.28,2.97,
dicamba,2,TADFD,0.6,50,3,342.62,693.85,1044.83,1.01,2.12,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.3,50,1,341.16,667.38,1012.75,1.01,1.83,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.3,50,2,336.87,658.73,1014.31,1.03,1.95,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.3,50,3,338.41,665.84,1027.92,1.04,1.94,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.4,50,1,344.7,672.72,993.72,0.96,2,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.4,50,2,345.51,673.82,993.27,0.96,2,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.4,50,3,341.89,670.93,996.11,0.98,2.09,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.5,50,1,394.87,763.07,1145.96,0.98,1.21,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.5,50,2,392,761.48,1145.09,0.99,1.33,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.5,50,3,393.51,763.71,1149.1,0.99,1.27,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.6,50,1,450.28,867.01,1270.06,0.95,0.81,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.6,50,2,448.14,862.62,1267.49,0.95,0.84,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.6,50,3,447.44,864.09,1266.84,0.95,0.92,1.00124,1.021,6.31,2.97,
dicamba,2,ULD,0.4,50,1,323.77,626.47,948.08,1,2.32,1.00124,1.023,6.28,2.89,
dicamba,2,ULD,0.4,50,2,324.74,625.37,944.54,0.99,2.27,1.00123,1.022,6.28,2.97,
dicamba,2,ULD,0.4,50,3,324.89,627.47,951.46,1,2.26,1.00124,1.021,6.31,2.97,
dicamba,2,ULD,0.5,50,1,283.74,565.42,876.55,1.05,3.7,1.00124,1.023,6.28,2.89,
dicamba,2,ULD,0.5,50,2,282.14,563.12,867.23,1.04,3.79,1.00123,1.022,6.28,2.97,
dicamba,2,ULD,0.5,50,3,281.12,561.5,858.74,1.03,3.83,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.3,50,1,362.92,742.1,1104.47,1,1.62,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.3,50,2,365.18,742.92,1108.19,1,1.6,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.3,50,3,360.76,737.12,1099.36,1,1.76,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.4,50,1,375.92,762.28,1114.4,0.97,1.4,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.4,50,2,370.8,758.88,1114.31,0.98,1.44,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.4,50,3,375.01,759.95,1116.92,0.98,1.45,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.5,50,1,365.26,803.59,1283.67,1.14,1.74,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.5,50,2,371.44,800.75,1271.65,1.12,1.62,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.5,50,3,364.89,808.48,1294.26,1.15,1.75,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.6,50,1,328.86,716.16,1117.04,1.1,2.42,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.6,50,2,321.33,713.88,1127.73,1.13,2.67,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.6,50,3,329.24,715,1124.2,1.11,2.39,1.00124,1.021,6.31,2.97,
dicamba,2,AI80,0.3,60,1,307.65,605.45,914.37,1,2.9,1.00124,1.023,6.28,2.89,
dicamba,2,AI80,0.3,60,2,305.48,602.78,911.21,1,3,1.00123,1.022,6.28,2.97,
dicamba,2,AI80,0.3,60,3,303.7,600.4,909.07,1.01,3.05,1.00124,1.021,6.31,2.97,
dicamba,2,AI110,0.3,60,1,268.06,529.72,805.52,1.01,4.41,1.00124,1.023,6.28,2.89,
dicamba,2,AI110,0.3,60,2,267.86,533.85,828.49,1.05,4.44,1.00123,1.022,6.28,2.97,
dicamba,2,AI110,0.3,60,3,266.07,527.29,801.55,1.02,4.53,1.00124,1.021,6.31,2.97,
dicamba,2,AI80,0.5,60,1,315.24,638.34,969.7,1.03,2.82,1.00124,1.023,6.28,2.89,
dicamba,2,AI80,0.5,60,2,313.38,636.64,969.65,1.03,2.89,1.00123,1.022,6.28,2.97,
dicamba,2,AI80,0.5,60,3,313.18,636.6,969,1.03,2.92,1.00124,1.021,6.31,2.97,
dicamba,2,TADFD,0.3,60,1,284.62,583.32,929.92,1.11,3.69,1.00124,1.023,6.28,2.89,
dicamba,2,TADFD,0.3,60,2,282.77,578.04,918.9,1.1,3.79,1.00123,1.022,6.28,2.97,
dicamba,2,TADFD,0.3,60,3,283.84,579.36,917.22,1.09,3.71,1.00124,1.021,6.31,2.97,
dicamba,2,TADFD,0.6,60,1,316.24,646.26,994.99,1.05,2.72,1.00124,1.023,6.28,2.89,
dicamba,2,TADFD,0.6,60,2,316.6,642.41,988.46,1.05,2.68,1.00123,1.022,6.28,2.97,
dicamba,2,TADFD,0.6,60,3,313.6,639.83,986.41,1.05,2.85,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.3,60,1,306.81,617.94,971.48,1.08,2.89,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.3,60,2,304.4,613.16,969.82,1.09,3.05,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.3,60,3,303.15,612.56,967.95,1.09,3.11,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.4,60,1,321.31,637.06,962.52,1.01,2.5,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.4,60,2,322.2,634.39,958.91,1,2.46,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.4,60,3,320.23,634.81,963.07,1.01,2.57,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.5,60,1,349.86,689.66,1008.53,0.96,2.03,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.5,60,2,350.1,689.11,1007.63,0.95,2.05,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.5,60,3,349.76,690.65,1010.34,0.96,2.09,1.00124,1.021,6.31,2.97,
dicamba,2,TDXLD,0.6,60,1,410.22,810.14,1196.13,0.97,1.24,1.00124,1.023,6.28,2.89,
dicamba,2,TDXLD,0.6,60,2,412.93,812.49,1199.11,0.97,1.18,1.00123,1.022,6.28,2.97,
dicamba,2,TDXLD,0.6,60,3,409.24,809.58,1202.93,0.98,1.27,1.00124,1.021,6.31,2.97,
dicamba,2,ULD,0.4,60,1,302.31,589.82,908.73,1.03,2.95,1.00124,1.023,6.28,2.89,
dicamba,2,ULD,0.4,60,2,298.63,584.9,905.87,1.04,3.1,1.00123,1.022,6.28,2.97,
dicamba,2,ULD,0.4,60,3,296.09,582.27,896.61,1.03,3.2,1.00124,1.021,6.31,2.97,
dicamba,2,ULD,0.5,60,1,257.21,523.57,825.44,1.09,5.03,1.00124,1.023,6.28,2.89,
dicamba,2,ULD,0.5,60,2,254.32,517.78,812.89,1.08,5.22,1.00123,1.022,6.28,2.97,
dicamba,2,ULD,0.5,60,3,255.61,519.6,808.4,1.06,5.13,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.3,60,1,325.61,693.86,1071.03,1.07,2.42,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.3,60,2,330.79,698.83,1075.87,1.07,2.31,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.3,60,3,325.38,700.73,1083.73,1.08,2.42,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.4,60,1,328.24,707.43,1088.26,1.07,2.41,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.4,60,2,335.37,705.01,1077.45,1.05,2.19,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.4,60,3,330.73,709.92,1086.95,1.07,2.28,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.5,60,1,326.25,713.19,1114.73,1.11,2.46,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.5,60,2,329.79,715.24,1112.33,1.09,2.38,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.5,60,3,325.35,713.65,1106.11,1.09,2.46,1.00124,1.021,6.31,2.97,
dicamba,2,TTI,0.6,60,1,306.37,680.29,1100.54,1.17,3.02,1.00124,1.023,6.28,2.89,
dicamba,2,TTI,0.6,60,2,296.69,671.81,1083.51,1.17,3.42,1.00123,1.022,6.28,2.97,
dicamba,2,TTI,0.6,60,3,302.69,673.96,1085.61,1.16,3.23,1.00124,1.021,6.31,2.97,
glyphosate,3,AI80,0.3,20,1,468.89,874.34,1264.11,0.91,0.66,1.0056,1.03,4.73,5.65,
glyphosate,3,AI80,0.3,20,2,467.8,867.63,1255.68,0.91,0.66,1.0056,1.03,4.71,5.79,
glyphosate,3,AI80,0.3,20,3,465.2,864.25,1256.11,0.92,0.67,1.00559,1.03,4.71,5.84,
glyphosate,3,AI110,0.3,20,1,375.65,733.7,1076.58,0.96,1.6,1.0056,1.03,4.73,5.65,
glyphosate,3,AI110,0.3,20,2,387.56,747.38,1084.39,0.93,1.42,1.0056,1.03,4.71,5.79,
glyphosate,3,AI110,0.3,20,3,387.34,748.96,1085.73,0.93,1.4,1.00559,1.03,4.71,5.84,
glyphosate,3,AI80,0.5,20,1,428.78,851.17,1275.19,0.99,1.15,1.0056,1.03,4.73,5.65,
glyphosate,3,AI80,0.5,20,2,433.1,850.33,1267.26,0.98,1.04,1.0056,1.03,4.71,5.79,
glyphosate,3,AI80,0.5,20,3,431.86,847.48,1263.44,0.98,1.02,1.00559,1.03,4.71,5.84,
glyphosate,3,TADFD,0.3,20,1,455.41,821.28,1183.24,0.89,0.67,1.0056,1.03,4.73,5.65,
glyphosate,3,TADFD,0.3,20,2,452.99,817.9,1183.38,0.89,0.66,1.0056,1.03,4.71,5.79,
glyphosate,3,TADFD,0.3,20,3,456.42,821.93,1192.42,0.9,0.62,1.00559,1.03,4.71,5.84,
glyphosate,3,TADFD,0.6,20,1,452.79,884.62,1297.87,0.96,0.78,1.0056,1.03,4.73,5.65,
glyphosate,3,TADFD,0.6,20,2,452.93,884.72,1298.19,0.96,0.73,1.0056,1.03,4.71,5.79,
glyphosate,3,TADFD,0.6,20,3,451.34,886.41,1301.51,0.96,0.83,1.00559,1.03,4.71,5.84,
glyphosate,3,TDXLD,0.3,20,1,493.8,881.95,1271.32,0.88,0.37,1.0056,1.03,4.73,5.65,
glyphosate,3,TDXLD,0.3,20,2,497.88,884.28,1272.87,0.88,0.34,1.0056,1.03,4.71,5.79,
glyphosate,3,TDXLD,0.3,20,3,494.64,881.59,1272.45,0.88,0.35,1.00559,1.03,4.71,5.84,
glyphosate,3,TDXLD,0.4,20,1,503.07,900.49,1292.18,0.88,0.39,1.0056,1.03,4.73,5.65,
glyphosate,3,TDXLD,0.4,20,2,502.1,900.47,1290.88,0.88,0.4,1.0056,1.03,4.71,5.79,
glyphosate,3,TDXLD,0.4,20,3,506.36,908.75,1301.14,0.87,0.39,1.00559,1.03,4.71,5.84,
glyphosate,3,TDXLD,0.5,20,1,543.23,967.88,1353.87,0.84,0.23,1.0056,1.03,4.73,5.65,
glyphosate,3,TDXLD,0.5,20,2,540.76,964.18,1345.7,0.83,0.22,1.0056,1.03,4.71,5.79,
glyphosate,3,TDXLD,0.5,20,3,543.58,970.14,1352.12,0.83,0.24,1.00559,1.03,4.71,5.84,
glyphosate,3,TDXLD,0.6,20,1,571.86,1012.85,1390.61,0.81,0.18,1.0056,1.03,4.73,5.65,
glyphosate,3,TDXLD,0.6,20,2,580.16,1022.38,1402.28,0.8,0.17,1.0056,1.03,4.71,5.79,
glyphosate,3,TDXLD,0.6,20,3,577.64,1016.47,1394.95,0.8,0.18,1.00559,1.03,4.71,5.84,
glyphosate,3,ULD,0.4,20,1,386.12,702.73,1006.53,0.88,1.07,1.0056,1.03,4.73,5.65,
glyphosate,3,ULD,0.4,20,2,383.71,703.53,1013.76,0.9,1.18,1.0056,1.03,4.71,5.79,
glyphosate,3,ULD,0.4,20,3,381.21,699.37,1011.39,0.9,1.2,1.00559,1.03,4.71,5.84,
glyphosate,3,ULD,0.5,20,1,337.94,643.41,961.48,0.97,1.92,1.0056,1.03,4.73,5.65,
glyphosate,3,ULD,0.5,20,2,335.56,645.32,969.37,0.98,2,1.0056,1.03,4.71,5.79,
glyphosate,3,ULD,0.5,20,3,341.91,649.54,967.28,0.96,1.81,1.00559,1.03,4.71,5.84,
glyphosate,3,TTI,0.3,20,1,445.57,863.18,1201.09,0.88,0.96,1.0056,1.03,4.73,5.65,
glyphosate,3,TTI,0.3,20,2,451.83,865.17,1205.31,0.87,0.87,1.0056,1.03,4.71,5.79,
glyphosate,3,TTI,0.3,20,3,466.21,876.59,1210.2,0.85,0.62,1.00559,1.03,4.71,5.84,
glyphosate,3,TTI,0.4,20,1,499.85,953.36,1385.11,0.93,0.41,1.0056,1.03,4.73,5.65,
glyphosate,3,TTI,0.4,20,2,501.59,954.01,1387.7,0.93,0.39,1.0056,1.03,4.71,5.79,
glyphosate,3,TTI,0.4,20,3,503.15,962.07,1395.1,0.93,0.39,1.00559,1.03,4.71,5.84,
glyphosate,3,TTI,0.5,20,1,502.67,984.3,1426.38,0.94,0.65,1.0056,1.03,4.73,5.65,
glyphosate,3,TTI,0.5,20,2,495.04,976.78,1430.33,0.96,0.67,1.0056,1.03,4.71,5.79,
glyphosate,3,TTI,0.5,20,3,502.76,980.49,1421.89,0.94,0.62,1.00559,1.03,4.71,5.84,
