solution.name,solution.number,nozzle,orifice.size,pressure,rep,dv10,dv50,dv90,rs,fines (<200),density,viscosity,ph,conductivity,surface.tension
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.3,20,1,558.43,1083.77,1623.18,0.98,0.15,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.3,20,2,559.01,1079.51,1605.02,0.97,0.15,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.3,20,3,568.18,1102.22,1621.4,0.96,0.14,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.3,20,1,520.76,1011.56,1413.97,0.88,0.3,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.3,20,2,519.24,1010.99,1404.05,0.88,0.28,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.3,20,3,527.5,1031.89,1444.68,0.89,0.22,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.3,20,1,543.54,965.11,1340.85,0.83,0.22,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.3,20,2,543.27,973.26,1351.25,0.83,0.22,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.3,20,3,542.87,972.11,1349.23,0.83,0.22,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.4,20,1,558.58,1050.09,1507.18,0.9,0.15,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.4,20,2,556.27,1048.37,1510.24,0.91,0.15,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.4,20,3,560.82,1054.57,1505.28,0.9,0.15,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.4,20,1,478.28,903.67,1336.01,0.95,0.31,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.4,20,2,482.04,901.26,1325.56,0.94,0.29,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.4,20,3,486.58,908.26,1347.06,0.95,0.23,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.4,20,1,606.2,1089.33,1543.73,0.86,0.15,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.4,20,2,606.95,1083.06,1516.78,0.84,0.13,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.4,20,3,606.79,1089.64,1569.55,0.88,0.12,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.5,20,1,493.47,963.86,1410.24,0.95,0.38,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.5,20,2,483.93,952.89,1404.38,0.97,0.41,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.5,20,3,477.31,946.06,1391.31,0.97,0.42,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.5,20,1,584.3,1076.15,1534.75,0.88,0.15,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.5,20,2,573.51,1066.4,1521.72,0.89,0.17,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.5,20,3,577.7,1070.87,1528.05,0.89,0.17,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.5,20,1,409.89,796.6,1209.88,1,0.83,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.5,20,2,407.31,793.81,1205.96,1.01,0.78,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.5,20,3,405.97,783.75,1190.05,1,0.77,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.5,20,1,581.92,1079.12,1588.44,0.93,0.15,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.5,20,2,581.4,1081.72,1616.56,0.96,0.15,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.5,20,3,595.13,1103.58,1642.6,0.95,0.14,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.6,20,1,519.85,1031.89,1494.97,0.94,0.34,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.6,20,2,514.73,1020.94,1484.94,0.95,0.34,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.6,20,3,516.49,1022.44,1492.77,0.95,0.33,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.6,20,1,636.25,1158.56,1670.07,0.89,0.04,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.6,20,2,634.75,1163.56,1690.9,0.91,0.05,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.6,20,3,628.9,1146.38,1649.49,0.89,0.05,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.6,20,1,540.19,1022.4,1477.77,0.92,0.21,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.6,20,2,538.02,1014.75,1473.58,0.92,0.2,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.6,20,3,532.35,1011.08,1469.68,0.93,0.23,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.3,30,1,429.15,842.48,1262.28,0.99,0.78,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.3,30,2,429.77,843.98,1256.83,0.98,0.75,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.3,30,3,424.98,837.54,1259.37,1,0.79,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,AI110,0.3,30,1,362.91,715.24,1071.45,0.99,1.38,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,AI110,0.3,30,2,364.22,720.2,1075.79,0.99,1.38,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,AI110,0.3,30,3,364.04,717.29,1072.43,0.99,1.39,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.3,30,1,454.42,906.58,1367.5,1.01,0.64,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.3,30,2,461.59,926.9,1425.97,1.04,0.47,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.3,30,3,452.78,904.31,1381.59,1.03,0.6,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.3,30,1,418.66,835.91,1238.99,0.98,0.85,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.3,30,2,416.03,830.5,1226.13,0.98,0.8,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.3,30,3,412.64,827.06,1217.78,0.97,0.83,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.3,30,1,448.79,836.08,1195.51,0.89,0.64,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.3,30,2,450.15,837.33,1195.26,0.89,0.65,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.3,30,3,448.18,836.57,1190.92,0.89,0.67,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.4,30,1,425.76,825.06,1184.86,0.92,0.78,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.4,30,2,432.96,833.99,1195.86,0.91,0.7,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.4,30,3,431.92,834.1,1192.42,0.91,0.75,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.4,30,1,380.57,737.74,1094.79,0.97,1.07,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.4,30,2,383.33,739.95,1093.14,0.96,0.98,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.4,30,3,385.34,742.25,1097.93,0.96,0.9,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.4,30,1,487.34,922.5,1376.73,0.96,0.37,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.4,30,2,506.71,950.01,1405.41,0.95,0.32,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.4,30,3,503.4,947.56,1415.64,0.96,0.34,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.5,30,1,393.76,808.03,1248.56,1.06,1.2,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.5,30,2,396.39,805.94,1234.48,1.04,1.1,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.5,30,3,394.4,806.31,1232.87,1.04,1.17,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.5,30,1,469.65,912.77,1348.11,0.96,0.6,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.5,30,2,470.04,912.15,1343.49,0.96,0.6,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.5,30,3,466.8,916.05,1350.47,0.96,0.62,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.5,30,1,355.24,707.09,1062.36,1,1.56,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.5,30,2,356.98,703.37,1055.31,0.99,1.5,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.5,30,3,355.85,702.43,1052.7,0.99,1.47,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.5,30,1,483.1,928.14,1369.68,0.96,0.43,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.5,30,2,484.43,938.81,1394.74,0.97,0.42,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.5,30,3,480.98,934.24,1389.67,0.97,0.4,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.6,30,1,441.02,897.1,1346.1,1.01,0.75,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.6,30,2,438.14,884.68,1328.83,1.01,0.76,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.6,30,3,436.32,879.84,1325.34,1.01,0.72,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.6,30,1,522.18,995.21,1427.98,0.91,0.33,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.6,30,2,530.16,1008.03,1447.54,0.91,0.22,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.6,30,3,530.18,1009.72,1458.12,0.92,0.23,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.6,30,1,438.11,872.99,1315.81,1.01,0.72,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.6,30,2,443.37,883.62,1337.79,1.01,0.72,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.6,30,3,445.57,887.04,1342.49,1.01,0.71,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.3,40,1,359.84,713.81,1068,0.99,1.55,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.3,40,2,364.06,719.97,1074.7,0.99,1.39,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.3,40,3,363.72,721.4,1080.27,0.99,1.41,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,AI110,0.3,40,1,316.72,632.18,979.22,1.05,2.21,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,AI110,0.3,40,2,316.22,629.47,976.81,1.05,2.22,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,AI110,0.3,40,3,316.12,632.22,977.78,1.05,2.23,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.3,40,1,382.93,772.42,1174.37,1.02,1.25,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.3,40,2,385.02,780.82,1184.55,1.02,1.23,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.3,40,3,385.8,781.27,1184.5,1.02,1.23,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.3,40,1,366.69,747.51,1153.26,1.05,1.3,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.3,40,2,368.2,746.92,1137.8,1.03,1.25,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.3,40,3,367.9,745.28,1140.16,1.04,1.25,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.3,40,1,401.24,771.85,1143.35,0.96,1.03,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.3,40,2,402.9,773.4,1146.71,0.96,0.98,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.3,40,3,402.4,775.35,1153.15,0.97,1.01,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.4,40,1,378.1,772,1201.2,1.07,1.38,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.4,40,2,379.15,776.23,1205.29,1.06,1.39,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.4,40,3,376.64,774.05,1204.63,1.07,1.4,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.4,40,1,349.35,701.48,1056.73,1.01,1.71,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.4,40,2,351.95,702.14,1059.29,1.01,1.56,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.4,40,3,352.23,699.05,1050.23,1,1.61,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.4,40,1,422.3,818.75,1189.48,0.94,0.87,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.4,40,2,435.75,835.79,1217.08,0.93,0.72,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.4,40,3,430.59,831.01,1213.63,0.94,0.79,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.5,40,1,346.04,724.3,1163.76,1.13,1.84,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.5,40,2,346.81,725.91,1164.04,1.13,1.84,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.5,40,3,347.4,726.1,1160.95,1.12,1.77,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.5,40,1,412.7,827.9,1264.79,1.03,0.95,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.5,40,2,410.27,827.57,1257.96,1.02,1.05,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.5,40,3,407.09,822.23,1257.39,1.03,1.07,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.5,40,1,316.11,650.13,997.7,1.05,2.49,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.5,40,2,316.52,649.03,996.56,1.05,2.45,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.5,40,3,317.36,651.44,999.08,1.05,2.37,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.5,40,1,432.07,865.8,1313.24,1.02,0.79,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.5,40,2,421.81,844.72,1290.68,1.03,0.87,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.5,40,3,433.08,862.63,1312.28,1.02,0.8,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.6,40,1,388.64,806.9,1253.02,1.07,1.12,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.6,40,2,382.8,796.3,1236.58,1.07,1.18,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.6,40,3,383.56,802.01,1250.82,1.08,1.21,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.6,40,1,472.22,928.24,1372.05,0.97,0.54,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.6,40,2,471.9,924.4,1366.12,0.97,0.54,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.6,40,3,468.12,921.8,1356.99,0.96,0.61,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.6,40,1,392.6,806.98,1249.59,1.06,1.23,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.6,40,2,395.45,811.96,1254.04,1.06,1.17,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.6,40,3,393.45,806.98,1249.66,1.06,1.17,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.3,50,1,325.15,659.21,1007.64,1.04,2.15,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.3,50,2,323.61,656.68,1011.21,1.05,2.18,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.3,50,3,324.07,655.73,1007.39,1.04,2.16,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,AI110,0.3,50,1,277.91,570,904.34,1.1,3.67,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,AI110,0.3,50,2,282.8,570.95,899.9,1.08,3.41,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,AI110,0.3,50,3,278.73,574.13,908.65,1.1,3.74,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.3,50,1,347.08,713.09,1136.47,1.11,1.72,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.3,50,2,345.46,711.83,1121.1,1.09,1.8,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.3,50,3,339.65,707.15,1122.23,1.11,1.91,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.3,50,1,329.77,674.49,1022.21,1.03,1.91,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.3,50,2,331.42,676.89,1018.41,1.01,1.91,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.3,50,3,329.06,669.54,1012.04,1.02,1.92,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.3,50,1,360.72,707.92,1069.56,1,1.49,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.3,50,2,365.32,712.63,1067.88,0.99,1.44,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.3,50,3,358.52,705.43,1063.38,1,1.52,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.4,50,1,332.57,681.43,1027.72,1.02,1.97,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.4,50,2,329.43,676.76,1046.97,1.06,2.02,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.4,50,3,326.95,670.93,1043.1,1.07,2.06,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.4,50,1,317.03,649.46,998.61,1.05,2.48,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.4,50,2,319.42,649.4,997.45,1.04,2.3,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.4,50,3,319.17,650.31,998.84,1.05,2.4,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.4,50,1,380.88,751.54,1126.03,0.99,1.28,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.4,50,2,384.65,759.08,1131.44,0.98,1.19,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.4,50,3,379.33,753.94,1128.96,0.99,1.25,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.5,50,1,312.9,654.4,1018.35,1.08,2.61,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.5,50,2,307.36,645.2,1012.2,1.09,2.84,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.5,50,3,308.94,646.01,1011.34,1.09,2.77,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.5,50,1,361.56,742.12,1178.99,1.1,1.6,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.5,50,2,361.51,741.03,1174.3,1.1,1.61,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.5,50,3,361.3,743.33,1180.22,1.1,1.61,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.5,50,1,286.25,598.29,939.81,1.09,3.5,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.5,50,2,286.58,599.06,941.86,1.09,3.46,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,ULD,0.5,50,3,288.34,601.69,946.53,1.09,3.41,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.5,50,1,375.31,774.84,1209.99,1.08,1.51,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.5,50,2,378.6,776.75,1208.8,1.07,1.42,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.5,50,3,374.48,772.97,1206.69,1.08,1.43,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.6,50,1,342.8,715.85,1151.54,1.13,1.78,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.6,50,2,349.79,729.75,1162.57,1.11,1.69,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.6,50,3,344.47,720.22,1171.22,1.15,1.85,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.6,50,1,415.63,830.7,1265.68,1.02,0.92,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.6,50,2,420.42,835.99,1272.42,1.02,0.84,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.6,50,3,421.02,839.62,1281.36,1.02,0.86,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.6,50,1,345.23,732.49,1182.79,1.14,2.02,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.6,50,2,347.81,733.99,1180.1,1.13,1.96,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.6,50,3,345.38,726.5,1167.66,1.13,1.94,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.3,60,1,298.69,610.2,962.88,1.09,2.97,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.3,60,2,292.94,599.39,955.96,1.11,3.12,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,AI80,0.3,60,3,293.19,601.11,953.2,1.1,3.13,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,AI110,0.3,60,1,253.7,525.05,839.27,1.12,5.03,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,AI110,0.3,60,2,254.32,527.39,836.79,1.1,4.99,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,AI110,0.3,60,3,254.24,519.72,826.84,1.1,4.91,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.3,60,1,302.34,632.5,1004.56,1.11,2.85,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.3,60,2,307.67,641.67,1013.17,1.1,2.64,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TDXLD,0.3,60,3,303.54,634.79,1018.78,1.13,2.77,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.3,60,1,297.98,612.18,968.04,1.09,2.81,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.3,60,2,305.26,629.17,984.93,1.08,2.65,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TADFD,0.3,60,3,309.01,633.96,991.62,1.08,2.45,1.00827,1.426,4.85,7.72,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.3,60,1,317.43,640.8,997.99,1.06,2.51,1.00844,1.411,4.86,7.73,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.3,60,2,328.59,635.4,989.2,1.04,1.69,1.00827,1.486,4.87,7.75,
dicamba+glyphosate+clethodim+dra1,10,TTI,0.3,60,3,316.42,638.93,997.91,1.07,2.55,1.00827,1.426,4.85,7.72,
